start_id,start_label,type,end_id,end_label,cantidad,pasillo,estanteria
6,Almacen,ALMACENA,152,Producto,188,P-2,E-19
5,Almacen,ALMACENA,764,Producto,142,P-9,E-1
5,Almacen,ALMACENA,835,Producto,168,P-10,E-1
3,Almacen,ALMACENA,2804,Producto,173,P-1,E-1
4,Almacen,ALMACENA,774,Producto,47,P-4,E-4
7,Almacen,ALMACENA,1427,Producto,52,P-7,E-18
2,Almacen,ALMACENA,2919,Producto,91,P-1,E-1
8,Almacen,ALMACENA,695,Producto,53,P-6,E-5
5,Almacen,ALMACENA,2307,Producto,137,P-1,E-20
2,Almacen,ALMACENA,2974,Producto,154,P-7,E-3
6,Almacen,ALMACENA,1113,Producto,61,P-5,E-10
0,Almacen,ALMACENA,2440,Producto,42,P-4,E-20
6,Almacen,ALMACENA,1263,Producto,198,P-7,E-4
8,Almacen,ALMACENA,1242,Producto,128,P-10,E-16
4,Almacen,ALMACENA,2836,Producto,121,P-6,E-1
3,Almacen,ALMACENA,2274,Producto,182,P-6,E-13
3,Almacen,ALMACENA,1903,Producto,130,P-9,E-7
8,Almacen,ALMACENA,1756,Producto,192,P-3,E-6
5,Almacen,ALMACENA,544,Producto,3,P-3,E-6
7,Almacen,ALMACENA,445,Producto,175,P-7,E-4
5,Almacen,ALMACENA,2324,Producto,82,P-1,E-15
4,Almacen,ALMACENA,2115,Producto,13,P-7,E-9
1,Almacen,ALMACENA,895,Producto,195,P-6,E-12
0,Almacen,ALMACENA,1725,Producto,182,P-5,E-18
4,Almacen,ALMACENA,2612,Producto,57,P-6,E-15
0,Almacen,ALMACENA,1933,Producto,136,P-6,E-19
3,Almacen,ALMACENA,2393,Producto,114,P-1,E-5
3,Almacen,ALMACENA,2719,Producto,105,P-5,E-13
2,Almacen,ALMACENA,497,Producto,147,P-10,E-10
8,Almacen,ALMACENA,2118,Producto,119,P-4,E-11
3,Almacen,ALMACENA,701,Producto,96,P-5,E-6
6,Almacen,ALMACENA,178,Producto,133,P-2,E-7
5,Almacen,ALMACENA,1122,Producto,8,P-7,E-15
7,Almacen,ALMACENA,24,Producto,68,P-4,E-13
0,Almacen,ALMACENA,353,Producto,160,P-4,E-20
3,Almacen,ALMACENA,2136,Producto,50,P-3,E-1
4,Almacen,ALMACENA,222,Producto,31,P-2,E-15
4,Almacen,ALMACENA,1493,Producto,104,P-3,E-20
2,Almacen,ALMACENA,2893,Producto,113,P-3,E-19
5,Almacen,ALMACENA,571,Producto,111,P-2,E-18
3,Almacen,ALMACENA,2849,Producto,38,P-5,E-14
6,Almacen,ALMACENA,1207,Producto,85,P-9,E-16
1,Almacen,ALMACENA,2674,Producto,120,P-7,E-16
2,Almacen,ALMACENA,2556,Producto,88,P-8,E-1
8,Almacen,ALMACENA,655,Producto,97,P-3,E-19
7,Almacen,ALMACENA,2421,Producto,157,P-7,E-13
6,Almacen,ALMACENA,2338,Producto,5,P-5,E-4
7,Almacen,ALMACENA,2247,Producto,101,P-2,E-7
7,Almacen,ALMACENA,2640,Producto,115,P-7,E-7
9,Almacen,ALMACENA,2445,Producto,197,P-10,E-8
6,Almacen,ALMACENA,2054,Producto,36,P-8,E-3
4,Almacen,ALMACENA,1085,Producto,163,P-10,E-17
6,Almacen,ALMACENA,1656,Producto,194,P-6,E-18
6,Almacen,ALMACENA,2694,Producto,53,P-3,E-9
2,Almacen,ALMACENA,2090,Producto,50,P-1,E-17
5,Almacen,ALMACENA,2365,Producto,9,P-5,E-8
6,Almacen,ALMACENA,328,Producto,146,P-10,E-2
3,Almacen,ALMACENA,1356,Producto,176,P-5,E-8
9,Almacen,ALMACENA,764,Producto,19,P-5,E-15
4,Almacen,ALMACENA,1262,Producto,155,P-10,E-8
8,Almacen,ALMACENA,2016,Producto,64,P-5,E-19
8,Almacen,ALMACENA,2935,Producto,30,P-9,E-4
6,Almacen,ALMACENA,1690,Producto,61,P-2,E-16
7,Almacen,ALMACENA,2698,Producto,108,P-2,E-11
1,Almacen,ALMACENA,885,Producto,109,P-4,E-14
1,Almacen,ALMACENA,2326,Producto,76,P-7,E-10
2,Almacen,ALMACENA,2514,Producto,52,P-6,E-12
9,Almacen,ALMACENA,2435,Producto,68,P-1,E-10
4,Almacen,ALMACENA,275,Producto,74,P-10,E-17
5,Almacen,ALMACENA,681,Producto,34,P-3,E-2
5,Almacen,ALMACENA,2435,Producto,107,P-10,E-2
8,Almacen,ALMACENA,102,Producto,13,P-3,E-14
1,Almacen,ALMACENA,1605,Producto,23,P-4,E-9
9,Almacen,ALMACENA,1423,Producto,120,P-1,E-13
5,Almacen,ALMACENA,297,Producto,189,P-10,E-19
5,Almacen,ALMACENA,2465,Producto,31,P-4,E-7
3,Almacen,ALMACENA,2046,Producto,80,P-8,E-3
5,Almacen,ALMACENA,912,Producto,157,P-2,E-4
8,Almacen,ALMACENA,1245,Producto,41,P-4,E-16
9,Almacen,ALMACENA,241,Producto,130,P-5,E-2
6,Almacen,ALMACENA,2724,Producto,187,P-2,E-16
4,Almacen,ALMACENA,1447,Producto,10,P-5,E-4
0,Almacen,ALMACENA,956,Producto,80,P-4,E-10
2,Almacen,ALMACENA,2292,Producto,47,P-1,E-20
1,Almacen,ALMACENA,1296,Producto,165,P-5,E-14
7,Almacen,ALMACENA,2413,Producto,17,P-2,E-4
0,Almacen,ALMACENA,1245,Producto,178,P-3,E-8
1,Almacen,ALMACENA,2997,Producto,16,P-10,E-9
8,Almacen,ALMACENA,1736,Producto,153,P-2,E-18
2,Almacen,ALMACENA,390,Producto,133,P-2,E-13
4,Almacen,ALMACENA,211,Producto,153,P-2,E-3
3,Almacen,ALMACENA,666,Producto,90,P-9,E-17
3,Almacen,ALMACENA,475,Producto,76,P-6,E-2
6,Almacen,ALMACENA,2566,Producto,73,P-5,E-1
9,Almacen,ALMACENA,2738,Producto,178,P-5,E-14
1,Almacen,ALMACENA,2546,Producto,91,P-1,E-16
2,Almacen,ALMACENA,2036,Producto,186,P-9,E-13
4,Almacen,ALMACENA,773,Producto,19,P-9,E-18
9,Almacen,ALMACENA,1196,Producto,151,P-4,E-10
0,Almacen,ALMACENA,1709,Producto,188,P-5,E-2
0,Almacen,ALMACENA,1929,Producto,60,P-6,E-7
0,Almacen,ALMACENA,2070,Producto,20,P-9,E-18
1,Almacen,ALMACENA,1683,Producto,100,P-1,E-14
4,Almacen,ALMACENA,1702,Producto,17,P-5,E-3
3,Almacen,ALMACENA,480,Producto,148,P-10,E-10
6,Almacen,ALMACENA,456,Producto,20,P-6,E-14
2,Almacen,ALMACENA,2463,Producto,56,P-6,E-11
9,Almacen,ALMACENA,914,Producto,62,P-10,E-7
8,Almacen,ALMACENA,1093,Producto,190,P-5,E-2
9,Almacen,ALMACENA,2653,Producto,95,P-7,E-2
2,Almacen,ALMACENA,202,Producto,101,P-9,E-3
7,Almacen,ALMACENA,1893,Producto,165,P-2,E-13
1,Almacen,ALMACENA,118,Producto,30,P-7,E-17
3,Almacen,ALMACENA,525,Producto,134,P-6,E-20
8,Almacen,ALMACENA,890,Producto,142,P-2,E-20
3,Almacen,ALMACENA,1559,Producto,2,P-4,E-15
0,Almacen,ALMACENA,2831,Producto,80,P-10,E-4
8,Almacen,ALMACENA,203,Producto,183,P-4,E-10
1,Almacen,ALMACENA,870,Producto,100,P-3,E-15
9,Almacen,ALMACENA,956,Producto,96,P-4,E-19
2,Almacen,ALMACENA,46,Producto,77,P-2,E-17
5,Almacen,ALMACENA,945,Producto,125,P-7,E-17
2,Almacen,ALMACENA,1433,Producto,59,P-7,E-5
4,Almacen,ALMACENA,490,Producto,9,P-4,E-20
3,Almacen,ALMACENA,952,Producto,19,P-5,E-19
9,Almacen,ALMACENA,386,Producto,79,P-5,E-17
8,Almacen,ALMACENA,1771,Producto,26,P-5,E-10
0,Almacen,ALMACENA,2789,Producto,198,P-3,E-20
9,Almacen,ALMACENA,2202,Producto,18,P-8,E-18
8,Almacen,ALMACENA,1336,Producto,12,P-6,E-9
9,Almacen,ALMACENA,976,Producto,96,P-7,E-17
5,Almacen,ALMACENA,287,Producto,127,P-2,E-11
4,Almacen,ALMACENA,1478,Producto,24,P-4,E-19
3,Almacen,ALMACENA,1650,Producto,55,P-1,E-7
4,Almacen,ALMACENA,92,Producto,114,P-3,E-20
1,Almacen,ALMACENA,1910,Producto,95,P-6,E-7
9,Almacen,ALMACENA,74,Producto,85,P-9,E-1
8,Almacen,ALMACENA,1993,Producto,53,P-8,E-3
1,Almacen,ALMACENA,764,Producto,46,P-8,E-2
6,Almacen,ALMACENA,1041,Producto,153,P-3,E-13
3,Almacen,ALMACENA,2917,Producto,42,P-7,E-18
7,Almacen,ALMACENA,998,Producto,30,P-7,E-1
9,Almacen,ALMACENA,658,Producto,101,P-2,E-14
9,Almacen,ALMACENA,1807,Producto,6,P-8,E-8
2,Almacen,ALMACENA,833,Producto,138,P-7,E-6
5,Almacen,ALMACENA,697,Producto,60,P-7,E-7
1,Almacen,ALMACENA,602,Producto,185,P-4,E-6
5,Almacen,ALMACENA,456,Producto,11,P-3,E-5
0,Almacen,ALMACENA,2616,Producto,76,P-9,E-6
7,Almacen,ALMACENA,2988,Producto,69,P-9,E-12
1,Almacen,ALMACENA,181,Producto,79,P-3,E-20
9,Almacen,ALMACENA,1315,Producto,70,P-7,E-19
1,Almacen,ALMACENA,2332,Producto,123,P-1,E-9
4,Almacen,ALMACENA,1884,Producto,120,P-6,E-3
5,Almacen,ALMACENA,2200,Producto,64,P-3,E-9
0,Almacen,ALMACENA,1193,Producto,28,P-9,E-19
6,Almacen,ALMACENA,2103,Producto,197,P-7,E-14
6,Almacen,ALMACENA,546,Producto,112,P-10,E-18
9,Almacen,ALMACENA,96,Producto,110,P-2,E-9
7,Almacen,ALMACENA,2021,Producto,31,P-1,E-1
3,Almacen,ALMACENA,2450,Producto,195,P-2,E-6
3,Almacen,ALMACENA,70,Producto,158,P-5,E-14
1,Almacen,ALMACENA,74,Producto,54,P-2,E-7
8,Almacen,ALMACENA,1663,Producto,156,P-3,E-17
8,Almacen,ALMACENA,2837,Producto,16,P-6,E-12
3,Almacen,ALMACENA,296,Producto,67,P-4,E-14
3,Almacen,ALMACENA,1226,Producto,21,P-2,E-11
7,Almacen,ALMACENA,768,Producto,41,P-8,E-12
9,Almacen,ALMACENA,1452,Producto,110,P-5,E-14
1,Almacen,ALMACENA,1794,Producto,92,P-1,E-4
0,Almacen,ALMACENA,2386,Producto,192,P-5,E-14
7,Almacen,ALMACENA,73,Producto,184,P-9,E-14
0,Almacen,ALMACENA,2365,Producto,62,P-2,E-3
6,Almacen,ALMACENA,1287,Producto,164,P-5,E-8
9,Almacen,ALMACENA,2217,Producto,185,P-1,E-6
5,Almacen,ALMACENA,708,Producto,70,P-2,E-18
7,Almacen,ALMACENA,2052,Producto,145,P-6,E-17
9,Almacen,ALMACENA,128,Producto,178,P-2,E-11
7,Almacen,ALMACENA,2044,Producto,9,P-1,E-11
8,Almacen,ALMACENA,2640,Producto,135,P-4,E-19
8,Almacen,ALMACENA,2211,Producto,26,P-4,E-1
1,Almacen,ALMACENA,1720,Producto,135,P-9,E-9
4,Almacen,ALMACENA,1081,Producto,32,P-10,E-2
9,Almacen,ALMACENA,2094,Producto,151,P-2,E-3
8,Almacen,ALMACENA,241,Producto,171,P-10,E-11
1,Almacen,ALMACENA,4,Producto,176,P-7,E-18
2,Almacen,ALMACENA,1278,Producto,164,P-2,E-11
0,Almacen,ALMACENA,862,Producto,42,P-3,E-6
7,Almacen,ALMACENA,974,Producto,22,P-6,E-5
7,Almacen,ALMACENA,361,Producto,158,P-9,E-13
4,Almacen,ALMACENA,2403,Producto,31,P-7,E-4
9,Almacen,ALMACENA,154,Producto,30,P-6,E-2
2,Almacen,ALMACENA,1579,Producto,120,P-8,E-8
4,Almacen,ALMACENA,275,Producto,184,P-9,E-1
3,Almacen,ALMACENA,170,Producto,41,P-5,E-13
7,Almacen,ALMACENA,1957,Producto,69,P-7,E-12
4,Almacen,ALMACENA,257,Producto,82,P-8,E-19
1,Almacen,ALMACENA,2547,Producto,163,P-2,E-20
9,Almacen,ALMACENA,1482,Producto,105,P-2,E-9
8,Almacen,ALMACENA,1280,Producto,121,P-10,E-19
8,Almacen,ALMACENA,2811,Producto,85,P-1,E-20
9,Almacen,ALMACENA,2400,Producto,188,P-4,E-15
6,Almacen,ALMACENA,1397,Producto,118,P-6,E-1
1,Almacen,ALMACENA,1289,Producto,44,P-1,E-2
8,Almacen,ALMACENA,2924,Producto,166,P-3,E-2
1,Almacen,ALMACENA,1000,Producto,24,P-4,E-20
2,Almacen,ALMACENA,333,Producto,69,P-3,E-14
7,Almacen,ALMACENA,2473,Producto,64,P-3,E-19
3,Almacen,ALMACENA,2655,Producto,71,P-5,E-2
6,Almacen,ALMACENA,214,Producto,151,P-5,E-8
3,Almacen,ALMACENA,1516,Producto,69,P-3,E-13
9,Almacen,ALMACENA,1803,Producto,3,P-6,E-14
9,Almacen,ALMACENA,2543,Producto,143,P-8,E-15
0,Almacen,ALMACENA,1414,Producto,175,P-3,E-20
2,Almacen,ALMACENA,64,Producto,81,P-2,E-12
9,Almacen,ALMACENA,1249,Producto,8,P-10,E-8
9,Almacen,ALMACENA,43,Producto,59,P-7,E-8
0,Almacen,ALMACENA,2482,Producto,179,P-10,E-17
8,Almacen,ALMACENA,2373,Producto,105,P-4,E-13
9,Almacen,ALMACENA,461,Producto,90,P-2,E-15
4,Almacen,ALMACENA,1098,Producto,98,P-10,E-16
9,Almacen,ALMACENA,1862,Producto,38,P-6,E-9
8,Almacen,ALMACENA,613,Producto,171,P-10,E-19
2,Almacen,ALMACENA,1084,Producto,110,P-6,E-12
7,Almacen,ALMACENA,2774,Producto,23,P-7,E-15
2,Almacen,ALMACENA,2366,Producto,160,P-8,E-8
3,Almacen,ALMACENA,1100,Producto,159,P-7,E-12
1,Almacen,ALMACENA,620,Producto,20,P-7,E-2
4,Almacen,ALMACENA,2820,Producto,14,P-8,E-9
4,Almacen,ALMACENA,1077,Producto,63,P-4,E-13
3,Almacen,ALMACENA,2579,Producto,181,P-5,E-13
7,Almacen,ALMACENA,636,Producto,186,P-8,E-11
7,Almacen,ALMACENA,1722,Producto,54,P-2,E-4
3,Almacen,ALMACENA,499,Producto,193,P-10,E-2
9,Almacen,ALMACENA,2861,Producto,166,P-3,E-1
9,Almacen,ALMACENA,1128,Producto,127,P-1,E-3
3,Almacen,ALMACENA,1745,Producto,170,P-9,E-9
3,Almacen,ALMACENA,71,Producto,41,P-10,E-5
8,Almacen,ALMACENA,1023,Producto,132,P-10,E-15
4,Almacen,ALMACENA,597,Producto,55,P-9,E-7
7,Almacen,ALMACENA,2724,Producto,154,P-8,E-6
2,Almacen,ALMACENA,663,Producto,12,P-9,E-3
9,Almacen,ALMACENA,301,Producto,110,P-6,E-11
7,Almacen,ALMACENA,1925,Producto,160,P-1,E-10
4,Almacen,ALMACENA,1747,Producto,125,P-4,E-19
5,Almacen,ALMACENA,1873,Producto,121,P-7,E-10
5,Almacen,ALMACENA,1727,Producto,5,P-10,E-12
0,Almacen,ALMACENA,1533,Producto,199,P-10,E-4
1,Almacen,ALMACENA,1886,Producto,5,P-4,E-2
0,Almacen,ALMACENA,2863,Producto,168,P-8,E-12
3,Almacen,ALMACENA,2946,Producto,59,P-7,E-12
7,Almacen,ALMACENA,449,Producto,80,P-1,E-5
0,Almacen,ALMACENA,1922,Producto,18,P-8,E-7
2,Almacen,ALMACENA,2987,Producto,53,P-2,E-1
2,Almacen,ALMACENA,617,Producto,51,P-8,E-5
5,Almacen,ALMACENA,526,Producto,68,P-1,E-15
0,Almacen,ALMACENA,1294,Producto,182,P-5,E-11
8,Almacen,ALMACENA,2113,Producto,190,P-3,E-1
6,Almacen,ALMACENA,1645,Producto,181,P-1,E-15
9,Almacen,ALMACENA,1076,Producto,139,P-9,E-12
2,Almacen,ALMACENA,58,Producto,181,P-10,E-18
6,Almacen,ALMACENA,307,Producto,14,P-5,E-3
0,Almacen,ALMACENA,2200,Producto,51,P-4,E-19
7,Almacen,ALMACENA,1332,Producto,145,P-4,E-20
7,Almacen,ALMACENA,1476,Producto,194,P-8,E-6
2,Almacen,ALMACENA,2564,Producto,5,P-10,E-10
9,Almacen,ALMACENA,1443,Producto,160,P-10,E-5
6,Almacen,ALMACENA,1175,Producto,149,P-1,E-10
8,Almacen,ALMACENA,67,Producto,22,P-1,E-7
4,Almacen,ALMACENA,1592,Producto,155,P-4,E-13
7,Almacen,ALMACENA,2657,Producto,177,P-8,E-8
3,Almacen,ALMACENA,1915,Producto,75,P-7,E-1
6,Almacen,ALMACENA,2999,Producto,103,P-3,E-6
9,Almacen,ALMACENA,1817,Producto,132,P-5,E-15
3,Almacen,ALMACENA,315,Producto,55,P-8,E-1
5,Almacen,ALMACENA,93,Producto,109,P-7,E-1
9,Almacen,ALMACENA,637,Producto,18,P-8,E-5
6,Almacen,ALMACENA,1118,Producto,87,P-9,E-8
7,Almacen,ALMACENA,1417,Producto,76,P-5,E-6
3,Almacen,ALMACENA,2415,Producto,170,P-2,E-18
1,Almacen,ALMACENA,1651,Producto,196,P-7,E-8
3,Almacen,ALMACENA,528,Producto,97,P-9,E-7
5,Almacen,ALMACENA,5,Producto,181,P-9,E-12
0,Almacen,ALMACENA,1980,Producto,165,P-8,E-2
6,Almacen,ALMACENA,68,Producto,102,P-10,E-6
1,Almacen,ALMACENA,1825,Producto,164,P-8,E-1
8,Almacen,ALMACENA,1792,Producto,88,P-7,E-3
0,Almacen,ALMACENA,2699,Producto,199,P-9,E-4
3,Almacen,ALMACENA,371,Producto,105,P-9,E-16
7,Almacen,ALMACENA,1777,Producto,30,P-8,E-3
0,Almacen,ALMACENA,558,Producto,24,P-4,E-7
4,Almacen,ALMACENA,312,Producto,94,P-7,E-4
4,Almacen,ALMACENA,2859,Producto,50,P-6,E-17
5,Almacen,ALMACENA,1968,Producto,145,P-10,E-11
3,Almacen,ALMACENA,510,Producto,167,P-6,E-11
6,Almacen,ALMACENA,2179,Producto,151,P-3,E-3
8,Almacen,ALMACENA,2349,Producto,62,P-4,E-5
7,Almacen,ALMACENA,691,Producto,100,P-7,E-18
7,Almacen,ALMACENA,1691,Producto,149,P-6,E-16
6,Almacen,ALMACENA,1631,Producto,1,P-5,E-15
4,Almacen,ALMACENA,1617,Producto,136,P-7,E-8
3,Almacen,ALMACENA,761,Producto,135,P-8,E-7
1,Almacen,ALMACENA,1285,Producto,156,P-8,E-20
2,Almacen,ALMACENA,1712,Producto,23,P-6,E-11
4,Almacen,ALMACENA,1154,Producto,89,P-3,E-20
4,Almacen,ALMACENA,1235,Producto,23,P-5,E-14
5,Almacen,ALMACENA,1266,Producto,12,P-1,E-6
8,Almacen,ALMACENA,2081,Producto,90,P-8,E-16
1,Almacen,ALMACENA,2792,Producto,111,P-7,E-4
0,Almacen,ALMACENA,2547,Producto,147,P-2,E-13
7,Almacen,ALMACENA,1521,Producto,90,P-9,E-18
1,Almacen,ALMACENA,1426,Producto,179,P-8,E-13
2,Almacen,ALMACENA,1692,Producto,62,P-1,E-15
0,Almacen,ALMACENA,2661,Producto,87,P-9,E-20
5,Almacen,ALMACENA,2775,Producto,197,P-6,E-18
7,Almacen,ALMACENA,2775,Producto,124,P-3,E-1
8,Almacen,ALMACENA,2377,Producto,36,P-2,E-8
3,Almacen,ALMACENA,317,Producto,114,P-3,E-5
4,Almacen,ALMACENA,2701,Producto,68,P-1,E-10
1,Almacen,ALMACENA,2595,Producto,197,P-9,E-8
3,Almacen,ALMACENA,1357,Producto,167,P-1,E-15
2,Almacen,ALMACENA,2965,Producto,120,P-7,E-2
1,Almacen,ALMACENA,434,Producto,36,P-4,E-10
6,Almacen,ALMACENA,2607,Producto,42,P-2,E-17
6,Almacen,ALMACENA,2189,Producto,76,P-8,E-7
6,Almacen,ALMACENA,1011,Producto,45,P-7,E-14
4,Almacen,ALMACENA,2882,Producto,53,P-7,E-15
6,Almacen,ALMACENA,2666,Producto,119,P-2,E-12
4,Almacen,ALMACENA,342,Producto,186,P-2,E-1
7,Almacen,ALMACENA,574,Producto,114,P-4,E-18
2,Almacen,ALMACENA,1446,Producto,200,P-6,E-18
1,Almacen,ALMACENA,1656,Producto,75,P-8,E-1
9,Almacen,ALMACENA,796,Producto,48,P-6,E-12
5,Almacen,ALMACENA,2096,Producto,9,P-5,E-3
7,Almacen,ALMACENA,882,Producto,130,P-6,E-19
9,Almacen,ALMACENA,2078,Producto,102,P-3,E-18
1,Almacen,ALMACENA,431,Producto,122,P-9,E-1
7,Almacen,ALMACENA,2176,Producto,92,P-9,E-4
7,Almacen,ALMACENA,483,Producto,34,P-4,E-19
8,Almacen,ALMACENA,1006,Producto,70,P-10,E-10
6,Almacen,ALMACENA,1201,Producto,150,P-7,E-11
6,Almacen,ALMACENA,1645,Producto,175,P-4,E-17
4,Almacen,ALMACENA,933,Producto,131,P-4,E-10
2,Almacen,ALMACENA,2362,Producto,106,P-10,E-10
2,Almacen,ALMACENA,2001,Producto,167,P-6,E-4
9,Almacen,ALMACENA,1408,Producto,189,P-6,E-3
5,Almacen,ALMACENA,1207,Producto,187,P-3,E-16
1,Almacen,ALMACENA,219,Producto,184,P-7,E-10
3,Almacen,ALMACENA,2499,Producto,147,P-5,E-10
5,Almacen,ALMACENA,548,Producto,179,P-8,E-7
5,Almacen,ALMACENA,2020,Producto,151,P-1,E-12
9,Almacen,ALMACENA,1019,Producto,8,P-5,E-18
6,Almacen,ALMACENA,961,Producto,88,P-8,E-12
5,Almacen,ALMACENA,1295,Producto,72,P-7,E-20
5,Almacen,ALMACENA,1453,Producto,157,P-5,E-7
6,Almacen,ALMACENA,2015,Producto,158,P-5,E-16
0,Almacen,ALMACENA,1691,Producto,88,P-3,E-3
8,Almacen,ALMACENA,993,Producto,150,P-10,E-7
9,Almacen,ALMACENA,921,Producto,13,P-9,E-17
4,Almacen,ALMACENA,2382,Producto,148,P-9,E-9
3,Almacen,ALMACENA,1050,Producto,178,P-8,E-7
6,Almacen,ALMACENA,1122,Producto,33,P-1,E-17
3,Almacen,ALMACENA,1717,Producto,50,P-7,E-18
6,Almacen,ALMACENA,2650,Producto,164,P-5,E-15
7,Almacen,ALMACENA,701,Producto,96,P-1,E-3
1,Almacen,ALMACENA,892,Producto,184,P-8,E-11
2,Almacen,ALMACENA,2289,Producto,37,P-10,E-13
3,Almacen,ALMACENA,1595,Producto,17,P-2,E-5
5,Almacen,ALMACENA,276,Producto,189,P-10,E-7
8,Almacen,ALMACENA,1489,Producto,84,P-4,E-10
3,Almacen,ALMACENA,225,Producto,43,P-10,E-10
1,Almacen,ALMACENA,2711,Producto,27,P-9,E-13
6,Almacen,ALMACENA,1406,Producto,20,P-6,E-15
0,Almacen,ALMACENA,762,Producto,27,P-9,E-17
1,Almacen,ALMACENA,2706,Producto,73,P-7,E-15
9,Almacen,ALMACENA,228,Producto,193,P-2,E-7
0,Almacen,ALMACENA,16,Producto,4,P-7,E-13
5,Almacen,ALMACENA,2670,Producto,80,P-8,E-13
9,Almacen,ALMACENA,2331,Producto,23,P-2,E-12
1,Almacen,ALMACENA,2815,Producto,187,P-3,E-2
5,Almacen,ALMACENA,1549,Producto,6,P-9,E-14
6,Almacen,ALMACENA,2705,Producto,155,P-5,E-7
5,Almacen,ALMACENA,1137,Producto,25,P-2,E-19
9,Almacen,ALMACENA,498,Producto,26,P-5,E-11
4,Almacen,ALMACENA,2052,Producto,34,P-8,E-13
7,Almacen,ALMACENA,2625,Producto,200,P-5,E-8
9,Almacen,ALMACENA,729,Producto,135,P-3,E-10
6,Almacen,ALMACENA,236,Producto,140,P-5,E-6
6,Almacen,ALMACENA,1988,Producto,15,P-6,E-18
8,Almacen,ALMACENA,1613,Producto,130,P-3,E-17
8,Almacen,ALMACENA,1712,Producto,62,P-3,E-14
3,Almacen,ALMACENA,2439,Producto,49,P-4,E-12
7,Almacen,ALMACENA,2535,Producto,98,P-9,E-3
3,Almacen,ALMACENA,1357,Producto,48,P-8,E-6
6,Almacen,ALMACENA,69,Producto,166,P-4,E-3
3,Almacen,ALMACENA,415,Producto,25,P-5,E-6
9,Almacen,ALMACENA,2810,Producto,159,P-6,E-17
1,Almacen,ALMACENA,2122,Producto,5,P-8,E-7
3,Almacen,ALMACENA,62,Producto,144,P-3,E-7
6,Almacen,ALMACENA,703,Producto,170,P-9,E-18
3,Almacen,ALMACENA,1439,Producto,38,P-8,E-16
1,Almacen,ALMACENA,1148,Producto,88,P-3,E-18
0,Almacen,ALMACENA,1192,Producto,179,P-4,E-11
